1818	147594737	450073	1198
1819	130151689	397895	1144
1820	178112603	547750	1394
1821	149373719	439470	1230
1822	220257096	639078	1635
1823	209437441	629373	1654
1824	252703638	733903	1943
1825	255936528	762791	2018
1826	205461645	601709	1603
1827	216592226	631762	1731
1828	225278966	632444	1745
1829	234799137	657939	1791
1830	300973877	809547	2129
1831	273360981	713174	2005
1832	263674762	708210	2069
1833	260186106	724506	2217
1834	271678159	734047	2125
1835	306542165	808773	2380
1836	319570436	861225	2488
1837	290636717	769452	2157
1838	305137303	803262	2238
1839	362704149	951736	2626
1840	359904073	915259	2584
1841	325033239	832240	2406
1842	301626308	738141	2132
1843	341524695	832231	2355
1844	391887084	927647	2596
1845	379909444	929370	2604
1846	405767742	1006212	2802
1847	372584612	946441	2758
1848	409392134	1030350	2979
1849	415985204	1031256	2891
1850	425097967	1071567	3158
1851	455450835	1157552	3242
1852	488450793	1233326	3594
1853	552547561	1381945	3839
1854	590302292	1478464	4040
1855	500787018	1296250	3523
1856	544114648	1378297	3836
1857	501301715	1253219	3441
1858	465692646	1156353	3235
1859	514981083	1279722	3637
1860	527075534	1361637	3903
1861	386434758	983016	2825
1862	359348504	928254	2748
1863	349935241	919830	2759
1864	421881604	1138756	3336
1865	421998054	1137979	3437
1866	458351955	1225676	3530
1867	450242417	1182138	3421
1868	454334293	1228590	3572
1869	500425460	1317311	3772
1870	451706276	1202085	3535
1871	488849680	1314743	3805
1872	503182681	1346063	3911
1873	520267515	1388211	3978
1874	575300907	1537346	4329
1875	601244572	1578280	4528
1876	601999071	1628772	4761
1877	574104027	1543846	4596
1878	538814915	1489153	4583
1879	577626163	1575646	4905
1880	684000330	1860388	5532
1881	687759451	1888721	5723
1882	725802405	1994772	6013
1883	829235251	2249845	6758
1884	782538781	2102574	6507
1885	769081451	2097398	6582
1886	703449764	1888134	5649
1887	767504871	2148580	6622
1888	774619944	2091027	6420
1889	725314617	1980443	6014
1890	757961420	2112293	6556
1891	804904443	2217833	6938
1892	905321229	2515749	7753
1893	844690512	2412879	7533
1894	838387285	2396342	7474
1895	903394937	2658150	8516
1896	966235908	2856166	8903
1897	950528418	2794930	8748
1898	1010935409	2959957	9239
1899	1146173920	3400814	10549
1900	1194673434	3534512	11021
1901	1202913367	3501935	10830
1902	1212110601	3624201	11266
1903	1201034192	3581649	11328
1904	1317638262	3935269	12169
1905	1296062576	3839096	12216
1906	1285110265	3825572	12065
1907	1316581524	3866888	12269
1908	1315037632	3907314	12566
1909	1163646985	3449648	11120
1910	1199425780	3532340	11393
1911	1213366639	3606598	11883
1912	1264175253	3795676	12694
1913	1214795822	3673032	12225
1914	1198107731	3623117	12317
1915	1081251326	3307509	11664
1916	1074223491	3338358	11927
1917	1075128817	3341073	11987
1918	946405350	2917872	10864
1919	994808751	3058693	10895
1920	1256124888	3763847	12902
1921	1088874543	3190820	11047
1922	1271086291	3693025	12811
1923	999909141	2867795	9901
1924	907305979	2652648	9219
1925	926904801	2705361	9490
1926	932518326	2719459	9694
1927	1035837121	3016061	10369
1928	1013773976	2939053	10414
1929	980364917	2876634	10166
1930	1049352798	3031286	10677
1931	1013724606	2896836	10055
1932	895315798	2504472	8820
1933	804522115	2263979	8291
1934	853224221	2380017	8604
1935	971830620	2687315	9355
1936	993320338	2787370	9760
1937	1018146643	2869209	9889
1938	1023791551	2853561	9787
1939	1022392170	2827157	9694
1940	967096233	2670741	9199
1941	904688774	2486932	8752
1942	902938239	2458361	8627
1943	786554945	2117483	7750
1944	709200138	1865154	7201
1945	804136036	2054902	7889
1946	1056582202	2766222	10385
1947	1268248203	3303290	12104
1948	1318184735	3405756	12326
1949	1435313670	3731848	13307
1950	1483665211	3860445	13536
1951	1421682778	3677806	12898
1952	1483448222	3684316	12865
1953	1425536202	3662899	13052
1954	1470743400	3794368	13603
1955	1550876393	3969436	14127
1956	1612180407	4083309	14638
1957	1713740076	4403536	15869
1958	1786783468	4573411	16153
1959	1826583891	4699131	17161
1960	2161946184	5579441	20209
1961	2304135930	5936822	21716
1962	2501301402	6403266	23194
1963	2633879065	6753877	24667
1964	2452549636	6361714	23761
1965	2829809493	7238914	26209
1966	2911802327	7487042	27548
1967	3106860688	7950576	29486
1968	3330546737	8642515	31928
1969	3129567589	8164108	30147
1970	3232293798	8438238	31281
1971	3053767186	7888188	29596
1972	3114971448	8054068	30774
1973	3020839945	7710072	29445
1974	2941503415	7484109	28848
1975	3010625478	7711834	30329
1976	3105793102	7879366	30646
1977	3120159031	7906821	30556
1978	3115743638	7907669	30572
1979	3263010248	8262025	31271
1980	3254366520	8136202	30625
1981	3133047109	7743304	28826
1982	3284501847	8112981	30392
1983	3420324148	8341050	31097
1984	3675372571	9020014	32942
1985	3690136367	9051671	33329
1986	3858414258	9439506	34447
1987	3911960641	9532665	35159
1988	4080580336	9926594	36412
1989	4205870329	10196901	37870
1990	4564250434	11101503	41170
1991	4381722431	10623435	39349
1992	4717902147	11318975	41072
1993	4743032944	11262638	40471
1994	5103607036	12079764	44627
1995	5411660513	12792159	45246
1996	5935362941	13803386	49483
1997	6073782805	14175294	50899
1998	6502935387	15230016	54696
1999	6894574035	16150582	57624
2000	8184220292	19220273	68143
2001	8588230334	20498719	71871
2002	9697143330	23392139	83948
2003	10962631655	26800312	96996
2004	11949550089	29043711	108423
2005	11337444519	28039579	103828
2006	11875460179	29442497	108925
2007	12552104939	31451897	112252
2008	13598879452	38478867	149373
